ProjectSize,Budget,NumberOfWorkers,WeatherConditions,MaterialAvailability,TargetCompletionDate,Delayed,ProjectManagerExperience,SubcontractorReliability,RegulatoryApprovalStatus,SiteAccessibility,DailyWorkHours,NumberOfSubcontractors,ResourceAvailability,ClientDemand,EconomicConditions,PreviousDelays
,4379466.0,,Rainy,Low,2024-06-08,1.0,11.0,Low,Rejected,Poor,7.0,16.0,Medium,High,Unfavorable,1.0
862077.0,2795154.0,276.0,,High,2023-12-30,0.0,5.0,Medium,Pending,Poor,11.0,14.0,Medium,Low,Favorable,
379804.0,3651395.0,300.0,,,2023-03-18,0.0,1.0,High,Pending,Moderate,,9.0,,Low,Neutral,2.0
898992.0,4773511.0,156.0,Snowy,Medium,2024-10-03,0.0,19.0,High,Pending,Moderate,8.0,15.0,Medium,High,Neutral,0.0
582244.0,3346958.0,108.0,Rainy,Low,,0.0,,High,Pending,Poor,10.0,,Medium,Medium,Favorable,0.0
532237.0,542977.0,415.0,Rainy,,2024-12-26,0.0,14.0,,Rejected,,11.0,3.0,High,,Favorable,
,2171367.0,199.0,Snowy,Medium,2025-07-13,0.0,19.0,High,Pending,Poor,11.0,10.0,Medium,Low,Unfavorable,1.0
,2631146.0,56.0,Sunny,Medium,2025-03-05,0.0,3.0,High,Pending,Moderate,8.0,10.0,Medium,High,Unfavorable,3.0
762045.0,2205784.0,84.0,Cloudy,Low,2025-01-01,0.0,11.0,High,Rejected,,,8.0,Low,High,Favorable,1.0
475672.0,1195844.0,435.0,Cloudy,High,2023-06-17,0.0,2.0,Medium,Pending,Poor,9.0,13.0,High,High,Unfavorable,2.0
335320.0,1303955.0,386.0,Cloudy,Low,2023-11-23,0.0,6.0,Low,Approved,Good,,18.0,Medium,,Unfavorable,2.0
275574.0,812317.0,324.0,Sunny,Low,2024-02-20,0.0,6.0,Medium,Pending,Good,7.0,14.0,Low,High,Neutral,0.0
699136.0,4227592.0,306.0,Rainy,,2023-11-15,1.0,6.0,Medium,Approved,Moderate,9.0,14.0,High,Low,Unfavorable,4.0
699292.0,1153323.0,79.0,Snowy,Low,2023-10-07,0.0,5.0,Low,Rejected,Moderate,6.0,11.0,Low,High,Unfavorable,4.0
485130.0,2022251.0,171.0,Sunny,,2025-11-08,0.0,16.0,Medium,Approved,,10.0,8.0,Low,Medium,Neutral,2.0
365366.0,2633319.0,483.0,Rainy,,2023-09-18,1.0,9.0,High,Approved,,,19.0,Medium,Medium,Neutral,4.0
412951.0,4453831.0,205.0,Sunny,Low,2024-10-11,1.0,10.0,Medium,,Good,10.0,10.0,Medium,Medium,Neutral,0.0
428774.0,1851500.0,92.0,Cloudy,Low,,0.0,7.0,Low,Pending,Good,11.0,18.0,,High,Neutral,0.0
782782.0,1545166.0,151.0,Rainy,Medium,,1.0,,Low,Pending,Good,9.0,,High,High,Neutral,0.0
960986.0,545296.0,231.0,Snowy,Medium,2023-07-25,0.0,5.0,High,,,11.0,2.0,Low,Low,Favorable,4.0
381723.0,4618221.0,345.0,Sunny,Low,2023-04-24,0.0,17.0,Low,Rejected,Good,,1.0,,Medium,Neutral,
,768882.0,,Snowy,Medium,2025-03-20,0.0,17.0,Low,Approved,Poor,11.0,5.0,Low,,Neutral,1.0
264136.0,2212058.0,476.0,Cloudy,Low,,0.0,14.0,High,Approved,Poor,9.0,16.0,Low,High,Unfavorable,2.0
944065.0,1952326.0,280.0,,Medium,,0.0,4.0,Low,,Moderate,11.0,,High,Low,Unfavorable,1.0
626625.0,4480742.0,489.0,Snowy,Low,2023-10-19,1.0,7.0,Low,Rejected,Good,8.0,1.0,,High,Neutral,
215557.0,4257254.0,476.0,Cloudy,Low,2023-02-09,0.0,7.0,Medium,Pending,Good,10.0,7.0,Low,High,Favorable,4.0
106384.0,731952.0,129.0,Sunny,,2025-01-03,0.0,4.0,Low,Pending,Poor,11.0,10.0,Medium,High,Favorable,3.0
425646.0,756012.0,217.0,Snowy,High,2025-08-19,0.0,15.0,Medium,Pending,Moderate,,,Low,Medium,Favorable,4.0
822718.0,1407887.0,391.0,Snowy,Medium,2025-02-26,1.0,19.0,Medium,Approved,Moderate,6.0,17.0,Low,Medium,Favorable,2.0
564299.0,1367637.0,140.0,Cloudy,Low,2024-10-22,0.0,11.0,Medium,Approved,Moderate,7.0,14.0,Medium,Medium,Neutral,
633372.0,1727739.0,435.0,Snowy,High,2025-08-12,0.0,14.0,Medium,,Good,8.0,15.0,Low,High,Unfavorable,0.0
174048.0,1244727.0,285.0,Snowy,Low,2023-01-28,0.0,2.0,High,Rejected,,11.0,1.0,Medium,Medium,Neutral,0.0
648467.0,3521612.0,440.0,Snowy,High,2023-10-12,0.0,15.0,High,Approved,Moderate,6.0,12.0,Low,Low,Favorable,0.0
821998.0,2982516.0,99.0,Cloudy,Low,,0.0,5.0,Low,Rejected,Good,7.0,15.0,Low,,Unfavorable,4.0
493656.0,1221118.0,219.0,Snowy,Medium,2024-12-10,0.0,18.0,Medium,,Poor,6.0,10.0,Medium,Medium,Neutral,2.0
519124.0,1339303.0,425.0,Snowy,,2023-10-04,0.0,16.0,Low,,Moderate,11.0,12.0,Medium,,Unfavorable,1.0
408644.0,3165151.0,162.0,Snowy,,2024-04-08,0.0,4.0,Low,Rejected,Moderate,11.0,18.0,Low,High,Neutral,4.0
322357.0,3455693.0,292.0,Sunny,Medium,2023-10-12,1.0,,Medium,Rejected,Poor,,15.0,Low,High,Neutral,4.0
542029.0,3580908.0,124.0,Cloudy,High,2024-01-19,1.0,,Low,Rejected,Good,10.0,19.0,High,Medium,Neutral,4.0
,1083189.0,181.0,Rainy,High,2025-07-28,1.0,12.0,High,Approved,Moderate,,8.0,High,Low,Unfavorable,4.0
511622.0,4470660.0,82.0,Cloudy,High,2024-02-24,1.0,13.0,High,Rejected,Good,7.0,17.0,Low,High,Favorable,4.0
160018.0,4565216.0,,Sunny,Low,2025-04-19,1.0,2.0,Low,,Moderate,,15.0,High,Medium,,2.0
874276.0,2540864.0,341.0,Rainy,Low,,0.0,17.0,Medium,Rejected,Poor,6.0,6.0,,Medium,Unfavorable,2.0
858420.0,3095692.0,100.0,Cloudy,Low,2023-05-20,0.0,,Low,,Moderate,10.0,10.0,,Low,Unfavorable,0.0
644568.0,2121287.0,79.0,Snowy,Low,2023-07-20,1.0,7.0,High,Pending,Good,11.0,,,,Unfavorable,3.0
925289.0,1619211.0,278.0,Sunny,High,,1.0,3.0,,Pending,,8.0,5.0,Low,Medium,Neutral,0.0
182957.0,2072903.0,426.0,Snowy,High,2024-02-11,1.0,11.0,,Pending,Moderate,,12.0,Medium,Medium,Unfavorable,1.0
923561.0,2955612.0,247.0,Rainy,Low,2025-08-24,0.0,14.0,Medium,Approved,Good,8.0,17.0,,High,Favorable,2.0
176633.0,3836730.0,337.0,Rainy,Medium,2023-10-09,1.0,,Medium,Pending,Moderate,6.0,17.0,,Medium,Favorable,0.0
237498.0,2782241.0,268.0,Cloudy,Medium,2024-07-01,0.0,17.0,High,Pending,,11.0,15.0,Medium,Low,Neutral,0.0
577189.0,4475681.0,173.0,Sunny,Low,2025-04-17,0.0,18.0,Low,Pending,Poor,6.0,14.0,,Medium,Neutral,4.0
804384.0,527412.0,159.0,Snowy,Low,2023-08-05,0.0,14.0,Low,Rejected,Good,10.0,,Medium,Medium,Favorable,2.0
973144.0,2986348.0,162.0,Cloudy,Medium,2023-06-09,1.0,12.0,Low,Rejected,Moderate,11.0,7.0,Low,High,Favorable,3.0
958075.0,1435968.0,118.0,Cloudy,Medium,2025-05-22,1.0,4.0,Low,Rejected,Good,10.0,17.0,Medium,Low,Neutral,3.0
487560.0,765586.0,74.0,Sunny,Medium,2025-10-30,0.0,17.0,High,Pending,Moderate,,10.0,Low,Low,Neutral,1.0
295085.0,,237.0,Sunny,Low,2024-10-05,1.0,5.0,Low,Approved,Poor,10.0,5.0,Medium,Low,Unfavorable,1.0
765854.0,3743497.0,169.0,Rainy,High,2025-05-14,1.0,16.0,High,Pending,Moderate,,4.0,Low,High,Unfavorable,4.0
,1302149.0,,Sunny,Medium,2024-03-03,0.0,10.0,Medium,,Poor,6.0,5.0,Medium,High,Neutral,1.0
777769.0,,493.0,Snowy,Low,2025-07-06,,1.0,,Pending,Good,6.0,7.0,Medium,Low,,2.0
891430.0,2830353.0,121.0,Rainy,Low,2023-03-08,0.0,10.0,Medium,Approved,Moderate,6.0,10.0,Medium,High,Unfavorable,1.0
190733.0,2240466.0,219.0,Rainy,High,2025-05-30,0.0,,Low,Pending,Poor,6.0,16.0,Medium,High,Neutral,4.0
569426.0,1317316.0,129.0,Cloudy,Medium,2023-07-23,1.0,19.0,Medium,Pending,Poor,6.0,13.0,Low,High,Favorable,4.0
,2354574.0,336.0,Sunny,High,2024-11-10,0.0,13.0,Medium,Rejected,,,19.0,Low,Medium,Favorable,0.0
927425.0,2668006.0,90.0,Sunny,High,2023-09-15,1.0,13.0,Low,Pending,Poor,8.0,16.0,Low,High,,2.0
602761.0,3023869.0,69.0,Snowy,Low,2025-06-09,1.0,6.0,Low,Rejected,Poor,,13.0,High,Low,Neutral,1.0
390287.0,4701104.0,130.0,Rainy,Medium,2025-08-26,0.0,11.0,Medium,Rejected,Poor,7.0,,High,Low,Neutral,4.0
824665.0,2570867.0,287.0,Snowy,High,2023-10-19,0.0,11.0,High,Pending,,,8.0,Low,High,Unfavorable,1.0
969708.0,1140650.0,347.0,Rainy,Low,2025-09-03,0.0,2.0,Low,Rejected,Poor,8.0,12.0,High,Medium,Favorable,1.0
907804.0,1642822.0,394.0,,High,2024-06-11,,,High,Rejected,Poor,6.0,6.0,Medium,Low,Unfavorable,2.0
865794.0,4338837.0,236.0,Rainy,High,2025-01-12,0.0,16.0,Low,Approved,,9.0,11.0,Medium,High,Neutral,0.0
197489.0,1396607.0,89.0,Rainy,Medium,2023-11-25,0.0,6.0,Low,Approved,Good,,17.0,,Low,Unfavorable,4.0
320160.0,3159229.0,215.0,Snowy,Low,2025-04-16,0.0,18.0,Low,Pending,Poor,,16.0,High,Medium,Neutral,1.0
548331.0,2642721.0,412.0,Rainy,Low,2023-01-09,1.0,8.0,High,,Moderate,10.0,7.0,High,Low,Unfavorable,2.0
712993.0,2955604.0,102.0,Rainy,Medium,,1.0,1.0,,,Poor,7.0,10.0,Medium,Medium,Unfavorable,1.0
424596.0,3185551.0,304.0,Snowy,High,2025-05-27,0.0,3.0,Medium,Rejected,Moderate,11.0,6.0,Medium,Low,Neutral,0.0
748541.0,3782724.0,306.0,Snowy,High,,0.0,2.0,Medium,Approved,Moderate,7.0,1.0,High,High,Neutral,4.0
292117.0,3415901.0,428.0,Sunny,,2024-02-07,0.0,11.0,High,Approved,Moderate,6.0,15.0,Medium,Low,Neutral,0.0
137466.0,3522373.0,422.0,Snowy,High,2023-06-27,,19.0,,Rejected,,,11.0,Low,High,,0.0
322056.0,3515938.0,483.0,Sunny,Low,2024-03-16,0.0,18.0,High,Pending,,,1.0,Low,High,Neutral,1.0
,,383.0,Sunny,,2024-07-19,1.0,18.0,Low,Approved,Moderate,9.0,5.0,Medium,Low,Favorable,4.0
803352.0,2235554.0,,Snowy,Low,2024-04-15,0.0,2.0,,Pending,Good,8.0,19.0,High,,Favorable,1.0
,2096497.0,348.0,,High,2025-03-26,0.0,6.0,,Pending,,6.0,13.0,High,Medium,Neutral,2.0
688809.0,1692991.0,498.0,Rainy,High,2024-03-16,,,Medium,Approved,,10.0,14.0,High,Medium,Unfavorable,4.0
219095.0,2050822.0,240.0,Sunny,High,2023-05-02,0.0,19.0,Medium,Approved,Moderate,9.0,2.0,Medium,Low,Neutral,
816769.0,,132.0,Sunny,High,2023-05-23,1.0,6.0,High,Rejected,Moderate,10.0,12.0,Low,,,0.0
806356.0,1464984.0,196.0,Cloudy,High,2023-06-24,0.0,3.0,High,Approved,Poor,,18.0,,Medium,Favorable,
377597.0,3075962.0,203.0,Cloudy,Medium,2024-01-05,1.0,16.0,Low,Rejected,Moderate,6.0,19.0,High,,Favorable,4.0
285197.0,2578702.0,341.0,Rainy,High,2024-01-08,0.0,16.0,Low,Approved,,9.0,4.0,High,High,Neutral,3.0
540107.0,,152.0,Cloudy,Low,,0.0,3.0,Medium,Pending,Moderate,9.0,8.0,Low,Medium,Favorable,2.0
287174.0,870227.0,298.0,Sunny,Medium,2024-10-23,1.0,16.0,High,Pending,Good,7.0,10.0,,High,Unfavorable,2.0
315801.0,3088595.0,178.0,Rainy,,2025-09-23,0.0,14.0,,Rejected,Moderate,,12.0,High,Medium,Favorable,1.0
461762.0,,457.0,Rainy,Medium,2025-03-04,0.0,,Low,Pending,Poor,8.0,9.0,Low,Medium,,3.0
713905.0,2407314.0,460.0,Cloudy,Medium,,0.0,13.0,Low,Approved,Poor,8.0,9.0,Medium,High,Favorable,1.0
464113.0,,438.0,Cloudy,Low,2025-01-21,0.0,15.0,Low,Approved,Good,9.0,16.0,Low,,Favorable,3.0
698739.0,2139541.0,,Rainy,Low,2024-08-31,1.0,3.0,High,Rejected,Moderate,9.0,5.0,Low,High,Unfavorable,1.0
390830.0,2147444.0,,Sunny,Medium,2025-03-26,0.0,17.0,High,Approved,Moderate,6.0,2.0,Low,High,,1.0
129878.0,3744942.0,130.0,,Medium,2024-11-14,1.0,13.0,Low,Rejected,Good,,4.0,Medium,High,Neutral,1.0
912635.0,3806615.0,104.0,Rainy,Medium,2025-08-14,0.0,12.0,,Rejected,Poor,7.0,19.0,,Low,Unfavorable,
526560.0,4616821.0,268.0,Snowy,Low,2023-01-22,1.0,18.0,Low,Approved,Good,10.0,3.0,Low,Medium,Neutral,0.0
248726.0,2900757.0,499.0,Cloudy,Low,,0.0,14.0,Medium,Approved,Good,11.0,8.0,High,Medium,Favorable,0.0
744616.0,1626844.0,486.0,Sunny,High,2025-12-06,0.0,9.0,Low,Rejected,Poor,,16.0,High,Medium,Favorable,0.0
686077.0,,201.0,Sunny,Low,2025-06-20,0.0,17.0,Medium,Pending,Moderate,6.0,4.0,Low,Low,Favorable,0.0
272935.0,,203.0,Cloudy,Low,2023-10-24,0.0,7.0,High,Approved,Moderate,7.0,11.0,Low,High,Favorable,
928134.0,2767531.0,476.0,Snowy,Medium,2024-10-23,0.0,12.0,High,Pending,Poor,9.0,6.0,Low,High,,4.0
739479.0,3942503.0,134.0,,Low,2024-07-11,0.0,5.0,Low,Pending,Good,7.0,7.0,High,Low,Neutral,3.0
536171.0,661857.0,,Snowy,,2025-01-23,0.0,19.0,Medium,Approved,Poor,7.0,2.0,High,Medium,Neutral,4.0
620650.0,2057590.0,459.0,Cloudy,Medium,2023-10-20,0.0,12.0,Low,Pending,Moderate,9.0,,Low,Medium,Neutral,0.0
742884.0,1938708.0,191.0,Rainy,High,2024-11-30,0.0,,,Pending,Moderate,9.0,9.0,Medium,Low,Unfavorable,1.0
151768.0,1517078.0,117.0,Snowy,High,2023-12-29,0.0,14.0,Low,Rejected,Good,9.0,6.0,High,,Favorable,3.0
899115.0,2665545.0,123.0,Rainy,,2025-11-06,0.0,2.0,Low,Approved,Good,6.0,18.0,Low,High,Favorable,4.0
142088.0,670381.0,294.0,,Low,2025-03-31,0.0,4.0,Low,Pending,Poor,9.0,2.0,Low,Low,Favorable,3.0
728436.0,2153090.0,194.0,Rainy,Low,2024-03-21,,9.0,High,Approved,Moderate,7.0,17.0,Low,High,Neutral,0.0
842019.0,4324184.0,127.0,Snowy,Low,2023-12-22,1.0,15.0,,Pending,Moderate,6.0,4.0,Low,Medium,Unfavorable,2.0
230227.0,2955311.0,301.0,Rainy,High,2025-06-18,0.0,17.0,Low,Rejected,Good,11.0,1.0,High,Low,Favorable,2.0
702579.0,,,Cloudy,Medium,2023-09-17,0.0,6.0,Low,Pending,Poor,6.0,4.0,Medium,High,Favorable,3.0
346018.0,2688917.0,99.0,Rainy,High,2024-04-21,1.0,10.0,High,Pending,Poor,10.0,13.0,Medium,Medium,Unfavorable,2.0
883980.0,2304251.0,,,Medium,2024-02-10,0.0,13.0,,Pending,Good,7.0,5.0,Low,Low,Favorable,2.0
965837.0,4973778.0,133.0,Cloudy,High,2025-06-26,,18.0,Medium,Rejected,,6.0,2.0,Medium,High,Favorable,3.0
748641.0,4805487.0,281.0,Cloudy,,2024-01-06,1.0,7.0,Low,Rejected,Poor,9.0,12.0,,High,Favorable,1.0
949835.0,4604529.0,483.0,Cloudy,Medium,2025-07-17,,5.0,Medium,Approved,Good,,10.0,Medium,High,Unfavorable,2.0
,2626017.0,301.0,Rainy,High,2024-05-14,0.0,7.0,Low,Approved,Moderate,11.0,8.0,,High,Favorable,1.0
,3833287.0,157.0,Rainy,High,2023-02-21,0.0,18.0,Medium,Rejected,Poor,9.0,1.0,Medium,Low,Favorable,2.0
812969.0,2786385.0,51.0,,Low,2025-09-15,0.0,10.0,Low,Rejected,Poor,6.0,,Medium,High,Unfavorable,4.0
114505.0,1926660.0,113.0,Sunny,High,2025-05-19,0.0,15.0,Low,Pending,Moderate,11.0,12.0,Low,High,Favorable,0.0
421129.0,,185.0,,Low,2024-01-29,0.0,9.0,Medium,Pending,Poor,7.0,5.0,High,Low,Favorable,2.0
916739.0,,387.0,Sunny,Medium,2025-12-20,1.0,3.0,High,Rejected,Moderate,11.0,9.0,Low,Low,Unfavorable,2.0
731343.0,1337364.0,117.0,Sunny,High,2023-04-18,,4.0,High,Rejected,Good,8.0,5.0,High,Medium,Neutral,0.0
196435.0,1873569.0,,Sunny,Medium,,0.0,19.0,,Rejected,,10.0,9.0,Low,High,,0.0
,4057893.0,414.0,Snowy,Medium,2023-12-30,0.0,4.0,Low,Approved,Moderate,6.0,6.0,High,Medium,Favorable,0.0
435707.0,1433823.0,442.0,Snowy,Medium,2023-10-22,0.0,3.0,Low,Pending,,6.0,4.0,Low,Low,,1.0
272311.0,4805475.0,226.0,Rainy,,2023-01-21,0.0,19.0,Medium,Approved,Moderate,8.0,9.0,Medium,High,Favorable,3.0
,3651439.0,134.0,Snowy,Low,2024-04-02,0.0,6.0,Medium,Pending,Moderate,8.0,6.0,Medium,Medium,,2.0
243913.0,898286.0,335.0,Rainy,High,2024-08-19,0.0,18.0,Low,Pending,Moderate,,6.0,High,Low,Unfavorable,1.0
841646.0,,,,Low,2024-12-19,1.0,13.0,Medium,Pending,Good,8.0,6.0,Low,High,Favorable,3.0
639378.0,2985525.0,479.0,Rainy,High,2023-02-08,1.0,10.0,Medium,Rejected,Poor,9.0,11.0,Low,High,Unfavorable,4.0
778601.0,3213590.0,238.0,Cloudy,Medium,2024-04-16,0.0,3.0,Medium,Pending,Moderate,6.0,7.0,High,High,Neutral,4.0
365443.0,1036324.0,143.0,Cloudy,,2023-06-12,0.0,16.0,Low,Pending,Poor,9.0,16.0,Low,High,Unfavorable,2.0
,1002775.0,442.0,Snowy,Medium,2023-03-09,0.0,2.0,,Pending,Moderate,8.0,9.0,Medium,Low,Unfavorable,1.0
465033.0,565935.0,80.0,Rainy,,2024-06-25,0.0,5.0,Low,Pending,Poor,8.0,11.0,,High,Unfavorable,4.0
548238.0,2869234.0,346.0,Snowy,Low,2024-05-08,0.0,3.0,,Rejected,,8.0,,Medium,High,Favorable,1.0
247715.0,1165586.0,434.0,Cloudy,High,2024-08-16,0.0,18.0,High,,Moderate,11.0,5.0,,Low,Neutral,0.0
186994.0,1657102.0,227.0,Sunny,Medium,2024-10-31,1.0,6.0,Low,Rejected,Poor,6.0,16.0,,Medium,Favorable,0.0
696310.0,888063.0,279.0,Rainy,High,,0.0,7.0,Low,Rejected,Good,11.0,2.0,Low,Medium,Unfavorable,2.0
297128.0,2153610.0,105.0,Rainy,Low,2025-11-25,0.0,3.0,High,Approved,Poor,9.0,12.0,,Medium,Unfavorable,1.0
127002.0,2585937.0,446.0,Snowy,High,2024-11-09,1.0,3.0,High,Pending,Moderate,9.0,16.0,High,,Favorable,3.0
917097.0,3214131.0,458.0,Sunny,Low,2024-09-10,0.0,17.0,High,Rejected,Good,11.0,17.0,,Medium,,2.0
736606.0,3400607.0,83.0,Sunny,Medium,2025-08-14,0.0,10.0,Low,Approved,Good,10.0,3.0,Low,High,Neutral,4.0
967845.0,2750660.0,146.0,Sunny,Medium,2025-03-01,0.0,3.0,High,Pending,Good,,13.0,Medium,Medium,Favorable,2.0
943535.0,4520746.0,58.0,Sunny,Medium,2025-03-06,0.0,10.0,Medium,Rejected,Moderate,9.0,4.0,Medium,Low,,3.0
695032.0,3025998.0,149.0,Sunny,Medium,2024-01-31,1.0,1.0,Low,Rejected,Good,8.0,3.0,Medium,Medium,Unfavorable,
581802.0,793444.0,419.0,Snowy,Low,2024-03-30,0.0,6.0,High,Pending,Poor,6.0,3.0,High,Medium,Favorable,0.0
856169.0,1315183.0,324.0,Cloudy,,2023-06-16,0.0,,High,Rejected,Poor,9.0,12.0,High,Medium,Unfavorable,1.0
,2592421.0,162.0,Cloudy,Low,,0.0,13.0,,,Poor,6.0,9.0,Medium,Low,Favorable,0.0
,827909.0,167.0,,High,,0.0,8.0,High,,Poor,,11.0,Low,Low,Favorable,2.0
264851.0,3691467.0,239.0,Cloudy,High,2025-09-13,0.0,7.0,Medium,Pending,Poor,,19.0,Medium,Medium,Favorable,4.0
514319.0,,407.0,Cloudy,Low,2023-01-18,0.0,7.0,Medium,Rejected,Poor,9.0,15.0,High,Low,Neutral,4.0
296765.0,2076483.0,377.0,Rainy,Low,,0.0,19.0,Low,Rejected,Poor,10.0,4.0,,,Unfavorable,3.0
190723.0,1587542.0,125.0,Sunny,High,2025-04-11,1.0,10.0,Low,Approved,Poor,10.0,13.0,Medium,Low,Favorable,2.0
,4581151.0,223.0,Rainy,Medium,2023-12-17,0.0,11.0,Low,Rejected,Good,7.0,12.0,,Low,Neutral,
529998.0,4126097.0,275.0,Snowy,High,,0.0,14.0,Low,Rejected,Good,9.0,17.0,Medium,High,Neutral,4.0
980082.0,,391.0,Rainy,High,2024-07-30,0.0,16.0,,Pending,Poor,8.0,9.0,,Low,,4.0
416503.0,4406431.0,352.0,Cloudy,High,2023-10-14,0.0,7.0,High,Pending,Good,8.0,7.0,Medium,High,Unfavorable,3.0
584423.0,4279850.0,139.0,Cloudy,High,2024-02-17,0.0,1.0,Medium,Rejected,Poor,7.0,12.0,Low,Low,Unfavorable,4.0
135552.0,1221383.0,495.0,Rainy,High,2023-06-21,0.0,8.0,,Pending,Moderate,10.0,7.0,Medium,Medium,Unfavorable,0.0
238749.0,2405022.0,251.0,Snowy,,2024-01-13,1.0,17.0,Medium,Rejected,Good,7.0,4.0,Medium,,Favorable,2.0
226781.0,1040318.0,60.0,Cloudy,Medium,2025-08-02,1.0,14.0,High,Rejected,Moderate,6.0,16.0,Medium,Medium,Neutral,2.0
855621.0,958758.0,217.0,Rainy,Medium,2024-02-17,0.0,9.0,High,Pending,Poor,8.0,12.0,Low,High,Favorable,1.0
199310.0,1966764.0,190.0,,High,2025-12-16,0.0,,Medium,Rejected,Good,9.0,17.0,Medium,High,Neutral,2.0
325323.0,2796037.0,399.0,Sunny,High,,1.0,1.0,Medium,Pending,Moderate,11.0,8.0,High,Medium,Neutral,3.0
605206.0,3665084.0,279.0,,High,2023-09-04,0.0,14.0,Low,Rejected,Moderate,10.0,18.0,,Medium,,2.0
900624.0,650225.0,428.0,Snowy,Medium,2025-10-17,0.0,17.0,Low,Pending,Moderate,11.0,,Low,Low,Unfavorable,1.0
740821.0,2654915.0,269.0,Cloudy,Medium,2024-05-15,1.0,7.0,Low,,Moderate,9.0,9.0,Low,,Neutral,0.0
921035.0,4275246.0,404.0,Sunny,High,2023-08-12,0.0,19.0,Medium,,Moderate,8.0,15.0,Low,Medium,Favorable,3.0
781808.0,3858812.0,293.0,Sunny,Medium,2024-05-15,0.0,17.0,Low,,Good,6.0,4.0,Low,Medium,Unfavorable,3.0
872466.0,1345434.0,373.0,,,2023-02-04,0.0,8.0,High,Approved,Poor,,17.0,Low,,Unfavorable,4.0
510357.0,1217439.0,426.0,Rainy,,2025-06-22,0.0,2.0,,Pending,Good,10.0,,High,Low,Unfavorable,2.0
431234.0,517100.0,384.0,Sunny,Low,2024-10-03,1.0,11.0,,Approved,Moderate,8.0,6.0,Low,,Unfavorable,0.0
509086.0,2329611.0,375.0,Sunny,Medium,2023-02-27,0.0,10.0,Medium,Pending,Moderate,11.0,14.0,High,High,Unfavorable,2.0
824820.0,4383266.0,312.0,Cloudy,Medium,2024-11-16,,8.0,Medium,Pending,Good,6.0,8.0,Medium,,Unfavorable,0.0
281822.0,2521680.0,442.0,,Medium,,0.0,7.0,Low,Rejected,Moderate,11.0,,High,Medium,Neutral,1.0
322699.0,1409467.0,491.0,Snowy,Low,2025-03-08,1.0,3.0,High,Pending,Moderate,9.0,7.0,Medium,Low,Neutral,4.0
,,377.0,Cloudy,Medium,,,5.0,High,Rejected,Poor,11.0,4.0,High,Low,Favorable,0.0
591631.0,926619.0,332.0,Rainy,High,,1.0,17.0,Medium,Approved,Good,9.0,18.0,Medium,Low,Neutral,2.0
,1806594.0,443.0,Cloudy,,2025-02-22,0.0,8.0,Low,Rejected,Moderate,10.0,18.0,High,Medium,Unfavorable,
,938315.0,148.0,Snowy,Low,2024-09-22,0.0,14.0,Low,Rejected,Moderate,,18.0,Low,Medium,Favorable,1.0
415564.0,2618826.0,,Sunny,Low,2025-04-27,0.0,9.0,Medium,Pending,Good,,11.0,High,Low,Unfavorable,4.0
111354.0,828996.0,474.0,Sunny,High,2024-07-20,1.0,18.0,Low,Approved,Poor,8.0,7.0,Medium,Medium,Neutral,2.0
387562.0,1804750.0,,,High,,0.0,16.0,Medium,Rejected,,7.0,18.0,Medium,High,Favorable,2.0
965249.0,,362.0,Sunny,Medium,2024-06-18,1.0,10.0,Medium,Pending,Good,9.0,10.0,Medium,Low,,2.0
956693.0,,297.0,Rainy,Medium,2023-07-31,0.0,17.0,Low,Approved,,6.0,2.0,High,High,Favorable,2.0
544598.0,2193859.0,114.0,Sunny,Medium,2024-11-04,1.0,15.0,High,Approved,Good,9.0,8.0,Low,Medium,,0.0
702476.0,2257540.0,213.0,Snowy,High,2025-11-11,0.0,,High,Pending,Moderate,9.0,18.0,Medium,Medium,Unfavorable,2.0
723091.0,3058916.0,167.0,Rainy,High,2025-01-14,0.0,3.0,High,Approved,Moderate,6.0,8.0,Medium,Medium,Neutral,0.0
618403.0,2290577.0,,Sunny,,2024-08-10,0.0,14.0,Low,,Poor,8.0,3.0,,Medium,Favorable,0.0
231923.0,2590965.0,216.0,Rainy,Low,2025-05-16,1.0,3.0,High,Pending,Moderate,11.0,17.0,High,High,Neutral,0.0
729719.0,1040385.0,209.0,Rainy,High,2024-02-21,0.0,5.0,,Rejected,Poor,8.0,17.0,High,Low,Neutral,1.0
363658.0,4051365.0,339.0,,Medium,,0.0,9.0,Low,Pending,Good,7.0,14.0,Medium,Low,Favorable,4.0
,2606827.0,,Cloudy,Low,2024-11-26,1.0,13.0,,Approved,Good,10.0,13.0,Low,High,Unfavorable,1.0
389785.0,4133056.0,468.0,Snowy,Low,2023-06-16,0.0,17.0,Medium,Approved,Moderate,7.0,14.0,High,High,Unfavorable,2.0
580307.0,3102302.0,386.0,Sunny,Low,2025-11-12,0.0,2.0,Medium,Approved,Moderate,9.0,,High,,Unfavorable,1.0
,2898981.0,262.0,Cloudy,,,0.0,5.0,Medium,Pending,Good,10.0,4.0,High,,Favorable,1.0
752156.0,1957454.0,398.0,Cloudy,Medium,2024-05-27,0.0,18.0,Medium,Approved,Poor,9.0,16.0,Low,Medium,Unfavorable,4.0
170302.0,958196.0,422.0,Snowy,Low,2025-01-09,0.0,6.0,Low,Pending,Poor,7.0,9.0,Medium,Low,,1.0
